Episode,Reward,Epsilon,Best_Reward,Best_Avg_Reward
920,175.0,0.05,1200.0,517.5
921,125.0,0.05,1200.0,517.5
922,150.0,0.05,1200.0,517.5
923,325.0,0.05,1200.0,517.5
924,225.0,0.05,1200.0,517.5
925,50.0,0.05,1200.0,517.5
926,200.0,0.05,1200.0,517.5
927,175.0,0.05,1200.0,517.5
928,225.0,0.05,1200.0,517.5
929,100.0,0.05,1200.0,517.5
930,275.0,0.05,1200.0,517.5
931,175.0,0.05,1200.0,517.5
932,75.0,0.05,1200.0,517.5
933,75.0,0.05,1200.0,517.5
934,250.0,0.05,1200.0,517.5
935,175.0,0.05,1200.0,517.5
936,200.0,0.05,1200.0,517.5
937,50.0,0.05,1200.0,517.5
938,200.0,0.05,1200.0,517.5
939,150.0,0.05,1200.0,517.5
940,225.0,0.05,1200.0,517.5
941,50.0,0.05,1200.0,517.5
942,75.0,0.05,1200.0,517.5
943,275.0,0.05,1200.0,517.5
944,50.0,0.05,1200.0,517.5
945,0.0,0.05,1200.0,517.5
946,800.0,0.05,1200.0,517.5
947,300.0,0.05,1200.0,517.5
948,275.0,0.05,1200.0,517.5
949,125.0,0.05,1200.0,517.5
950,275.0,0.05,1200.0,517.5
951,300.0,0.05,1200.0,517.5
952,125.0,0.05,1200.0,517.5
953,100.0,0.05,1200.0,517.5
954,175.0,0.05,1200.0,517.5
955,175.0,0.05,1200.0,517.5
956,175.0,0.05,1200.0,517.5
957,300.0,0.05,1200.0,517.5
958,75.0,0.05,1200.0,517.5
959,150.0,0.05,1200.0,517.5
960,225.0,0.05,1200.0,517.5
961,200.0,0.05,1200.0,517.5
962,275.0,0.05,1200.0,517.5
963,75.0,0.05,1200.0,517.5
964,175.0,0.05,1200.0,517.5
965,575.0,0.05,1200.0,517.5
966,125.0,0.05,1200.0,517.5
967,175.0,0.05,1200.0,517.5
968,175.0,0.05,1200.0,517.5
969,175.0,0.05,1200.0,517.5
970,175.0,0.05,1200.0,517.5
971,500.0,0.05,1200.0,517.5
972,225.0,0.05,1200.0,517.5
973,125.0,0.05,1200.0,517.5
974,275.0,0.05,1200.0,517.5
975,500.0,0.05,1200.0,517.5
976,200.0,0.05,1200.0,517.5
977,250.0,0.05,1200.0,517.5
978,225.0,0.05,1200.0,517.5
979,500.0,0.05,1200.0,517.5
980,525.0,0.05,1200.0,517.5
981,700.0,0.05,1200.0,517.5
982,175.0,0.05,1200.0,517.5
983,325.0,0.05,1200.0,517.5
984,450.0,0.05,1200.0,517.5
985,175.0,0.05,1200.0,517.5
986,700.0,0.05,1200.0,517.5
987,150.0,0.05,1200.0,517.5
988,825.0,0.05,1200.0,517.5
989,250.0,0.05,1200.0,517.5
990,125.0,0.05,1200.0,517.5
991,275.0,0.05,1200.0,517.5
992,200.0,0.05,1200.0,517.5
993,225.0,0.05,1200.0,517.5
994,125.0,0.05,1200.0,517.5
995,250.0,0.05,1200.0,517.5
996,175.0,0.05,1200.0,517.5
997,250.0,0.05,1200.0,517.5
998,200.0,0.05,1200.0,517.5
999,425.0,0.05,1200.0,517.5
